,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1084,4kDxEgxDsxbvepRR3LwpOn,Andromeda,kent,39,2016-05-20,0.595,0.694,2,-6.644,1,0.0171,0.0,0.0908,0.338,101.959,276253,4
1085,2mtjE61KBNeAeMFSm8O9Kp,Please,William Singe,42,2018-11-02,0.673,0.602,7,-6.133,1,0.157,0.0,0.104,0.399,139.839,180659,4
1086,1VFh12Ic60DSd3GQX0cmkn,Mark On My Heart,Olly Murs,0,2018-11-02,0.782,0.577,10,-6.17,1,0.227,0.0,0.0903,0.863,89.043,169733,4
1087,4Zo26VCgTv1z3ArSmbXHo7,White,Linnea Henriksson,42,2017-11-23,0.779,0.603,2,-8.57,1,0.0105,5.96e-05,0.392,0.619,109.95,177589,4
1088,2ULL3VZf4WwBKO4vjwT7Bg,Sloop John B - Remastered,The Beach Boys,58,1966-06-16,0.567,0.745,8,-5.423,1,0.402,0.0,0.0873,0.903,125.575,180133,4
1089,6iGU74CwXuT4XVepjc9Emf,God Only Knows - Mono / 1997 Remastered,The Beach Boys,66,1966-06-16,0.521,0.487,6,-7.525,0,0.253,0.0,0.0579,0.483,117.072,173040,4
1090,0GgN4MhR5GKn5IcKN0e0rG,Cancer,My Chemical Romance,64,2006-10-23,0.457,0.515,4,-4.31,1,0.358,0.0,0.278,0.222,74.984,142973,4
1091,39qRdHcl2tizWbzlM9kUlN,What If,Coldplay,55,2005-06-07,0.304,0.502,6,-6.707,0,0.313,0.0011,0.138,0.204,136.779,298520,4
1092,0WWz2AaqxLoO0fa9ou6Fqc,White Shadows,Coldplay,50,2005-06-07,0.491,0.783,8,-8.997,0,0.00521,0.0361,0.0951,0.26,127.437,328220,4
1093,4uX7M3U4I1nsZ7SFM4XNCn,Kings Never Die,Gwen Stefani,63,2015-07-24,0.771,0.896,4,-5.289,0,0.0275,0.0,0.204,0.0593,112.505,296133,3
1094,25YvGDl2zSE0pH8jrMZ6aY,Therapy,Khalid,59,2017-04-27,0.707,0.484,9,-6.579,0,0.891,0.00344,0.256,0.43,92.988,257960,4
1095,4QlzkaRHtU8gAdwqjWmO8n,Friday I'm In Love,The Cure,73,1992-01-01,0.526,0.763,0,-12.663,0,0.00126,6.75e-05,0.359,0.514,136.205,215160,4
1096,2fXH2iei02pBaSIdn5X4zJ,"A Lovely Night - From ""La La Land"" Soundtrack",Emma Stone,0,2016-12-09,0.3,0.487,7,-8.635,1,0.342,0.00295,0.125,0.502,165.794,236507,4
1097,6s9LhJVqxnTjmUJHOeawnU,"City Of Stars - From ""La La Land"" Soundtrack",Emma Stone,0,2016-12-09,0.454,0.117,2,-15.121,0,0.906,0.0,0.0888,0.428,97.692,149707,4
1098,6qBoXlakuCBjBCCbuqrei6,Beth,Kina Grannis,23,2017-07-14,0.414,0.157,8,-12.926,1,0.926,1.11e-06,0.257,0.488,147.935,231141,3
1099,1bpAGufvAgqEIob4V1k7mP,Nervous,Gavin James,44,2016-03-11,0.543,0.673,7,-10.046,1,0.375,7.65e-05,0.127,0.159,83.102,216200,4
1100,77nXj2IoswHUcgwh0tw83O,Thursday,Jess Glynne,43,2018-10-11,0.603,0.554,2,-4.381,1,0.452,0.0,0.0545,0.354,111.989,216239,4
1101,7JAzAyjbJFPznEFdqpa1Si,Real Life,Imagine Dragons,59,2018-11-09,0.262,0.564,0,-7.99,1,0.0147,0.00659,0.103,0.13,195.489,247547,4
1102,3ZAbzT3EIBAM4pDB6pD8V6,River,Charlie Puth,49,2016-11-11,0.775,0.329,4,-6.962,0,0.838,0.0,0.108,0.252,100.034,191360,4
1103,4mhcNoThsVSE1Mpnb7Wnj6,God Only Knows (feat. yMusic),yMusic,41,2017-02-13,0.272,0.158,9,-9.829,1,0.943,7.59e-05,0.158,0.24,83.385,201800,4
1104,49aRg0jJvfICPawMRhSe38,Flyger,Klockrent!,14,2018-02-02,0.676,0.709,10,-6.212,1,0.0794,0.0,0.111,0.594,179.855,214173,4
1105,5d41vXH0zvpwUrHrmqKqDc,Love,Imagine Dragons,60,2018-11-09,0.697,0.507,8,-6.178,1,0.0535,1.19e-06,0.0469,0.382,82.483,166360,4
1106,0qWxdOFANnjmrupYYzKFKj,Din jävla tjej,André Zuniga,32,2015-05-11,0.671,0.59,1,-3.576,1,0.328,0.0,0.115,0.739,106.968,206951,4
1107,4PbhV8BYpnga2zdeSeqhcw,Business,Eminem,0,2002-05-26,0.905,0.81,7,-4.538,1,0.0349,1.29e-05,0.124,0.486,96.441,251760,4
1108,0QQIhT6PtJ5glyn4HKNKQ6,All the Pretty Girls,KALEO,66,2016-06-10,0.466,0.496,1,-6.606,1,0.626,6.22e-06,0.117,0.352,74.747,269893,4
1109,3pAnZV3mgNKCABheAUatc3,Guts Over Fear,Sia,55,2014-11-24,0.651,0.856,6,-4.253,1,0.353,0.0,0.227,0.508,140.013,301000,4
1110,5NqQXBoJUEBVJUV57wiqim,W.T.P.,Eminem,0,2010-06-18,0.805,0.927,9,-2.339,1,0.0305,0.0,0.357,0.746,94.961,238173,4
1111,6ZZcEpdRmcgYX1rgBW7m7z,You’re Not The Only One (Redemption Song),Lukas Graham,38,2018-10-26,0.653,0.419,9,-7.486,1,0.293,0.0,0.111,0.366,98.983,183640,4
1112,1sPLURKAosM3Jampgp9AWq,Sandra’s Rose,Drake,0,2018-06-29,0.487,0.85,1,-5.427,1,0.047,0.0,0.142,0.523,152.102,216333,4
1113,4K1vOdIFqskQv3zoI0FdAk,Say It First,Sam Smith,54,2017-11-03,0.566,0.407,0,-10.293,1,0.766,0.000185,0.111,0.156,119.781,247555,4
1114,0zBceU1TdEwc7tiPHamPv7,Lullaby,Lukas Graham,38,2018-10-26,0.658,0.493,10,-7.702,1,0.077,0.0,0.108,0.524,139.829,191813,4
1115,6xSSvbqFj0NuuFcpmhrb8o,Everything That Isn't Me,Lukas Graham,34,2018-10-26,0.702,0.413,8,-8.538,1,0.626,3.96e-05,0.103,0.263,75.832,197747,4
1116,6ZXk2LEbFn37iays4nXuwS,Drömmer,David Kroon,18,2016-06-10,0.643,0.75,1,-6.483,1,0.000178,0.108,0.0851,0.38,137.884,238152,4
1117,6h52XpSkSXZTEnMWiaVwrt,Klassfotot (feat. Lilla Namo),Lilla Namo,11,2014-02-05,0.698,0.777,9,-5.769,1,0.13,0.000475,0.237,0.472,92.012,333453,4
1118,61o5tmzK4TdftIGykP7stT,Lyckligare nu,Linnea Henriksson,54,2012-05-28,0.572,0.695,0,-4.086,1,0.117,3.19e-06,0.0503,0.44,97.965,200467,4
1119,2Sl83ewoJgUBQCb3dvSTma,Där jag hänger min hatt,Norlie & KKV,39,2012-01-01,0.643,0.876,8,-5.844,1,0.063,0.0,0.354,0.828,130.14,213573,4
1120,17qZsun9q3L8ceIa3kPz4A,Tröjan du hatar,Norlie & KKV,39,2012-01-01,0.699,0.814,0,-4.631,0,0.0983,0.0,0.0747,0.967,119.983,209080,4
1121,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,83,2013-08-30,0.422,0.264,8,-7.064,1,0.922,0.0,0.132,0.331,119.93,269560,4
1122,2vBF8A6n0REigm7RSUM65S,The A Team,Ed Sheeran,18,2011-05-01,0.626,0.286,9,-9.933,1,0.678,0.0,0.134,0.366,84.954,258588,4
1123,1lkvpmrCaXK8QtliFDcHBO,Bubbly,Colbie Caillat,71,2007-01-01,0.688,0.477,9,-6.684,1,0.594,0.0,0.115,0.257,127.866,196227,4
1124,4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,73,2008-11-17,0.508,0.72,11,-5.908,0,0.272,0.0,0.0563,0.472,79.983,261640,4
1125,3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,Green Day,74,2004-09-21,0.546,0.814,7,-5.146,1,0.023,0.0,0.0972,0.146,104.98,285653,4
1126,64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day,72,2009-05-15,0.268,0.742,5,-4.939,1,0.0518,0.0,0.626,0.416,159.779,321093,4
1127,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,Green Day,76,2004-09-21,0.38,0.988,1,-2.042,1,2.64e-05,7.86e-05,0.368,0.769,186.113,176346,4
1128,1hwJKpe0BPUsq6UUrwBWTw,Boulevard of Broken Dreams,Green Day,71,2004,0.49,0.679,8,-3.68,1,0.00394,1.54e-05,0.0383,0.506,167.046,261267,4
1129,2qLMf6TuEC3ruGJg4SMMN6,Lucky,Colbie Caillat,65,2008-05-01,0.625,0.414,0,-8.7,1,0.294,0.0,0.151,0.669,130.088,189613,4
1130,53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,69,2012-04-13,0.483,0.303,4,-10.058,1,0.694,0.0,0.115,0.139,133.406,240166,3
1131,5ZX1X9Rl4zbx1Wwyn3idVD,No Peace,Yebba,56,2017-11-03,0.66,0.542,4,-8.11,0,0.343,3.89e-06,0.122,0.152,135.828,283295,4
1132,4RL77hMWUq35NYnPLXBpih,Skinny Love,Birdy,69,2011-11-04,0.379,0.29,4,-8.485,1,0.952,0.00106,0.118,0.169,166.467,201080,4
1133,5qOWH742APK9OAIhQBflvV,Nothing Left For You,Sam Smith,46,2017-11-03,0.499,0.3,10,-8.631,1,0.616,1.69e-06,0.128,0.212,126.724,226731,3
1134,5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,79,1978-11-10,0.559,0.868,5,-5.276,1,0.0475,0.000176,0.776,0.609,156.295,209413,4
1135,6T7MAQCekVb3UnCykjX3BP,Disenchanted,My Chemical Romance,60,2006-10-23,0.343,0.692,2,-3.926,1,0.00218,0.0,0.112,0.153,174.07,295000,4
1136,4UmX5cdEd5Xa3e8v299akk,Ensamheten,Linnea Henriksson,21,2014-02-05,0.52,0.796,7,-5.618,1,0.0529,2.26e-05,0.143,0.593,139.027,194747,4
1137,7I1a30gW4kSszeM7p60ANL,By My Side,David Choi,44,2010-05-18,0.574,0.352,4,-12.204,1,0.821,0.00828,0.119,0.316,146.686,213036,4
1138,2IjyFRCRn8x1bEquOM3vxg,Purpose,Justin Bieber,66,2015-11-13,0.481,0.285,0,-10.848,1,0.9,0.0,0.123,0.316,130.029,210160,4
1139,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Nickelback,77,2001-09-11,0.446,0.764,10,-5.042,1,0.00135,0.0,0.099,0.543,172.094,223840,4
1140,3RlsVPIIs5KFhLFhxZ4iDF,Rockstar,Nickelback,68,2005-09-26,0.616,0.91,0,-3.004,1,0.0459,0.0,0.343,0.693,144.072,252040,4
1141,5YCKObb1A7YIeOKzXhREwz,Pärlor,kent,49,2002-04-15,0.552,0.811,3,-5.961,0,4.64e-05,0.042,0.0764,0.497,131.033,235960,4
1142,0rZ6Gv9ebUSyVC3zkU5cto,Moon and Back,Alice Kristiansen,47,2016-02-11,0.391,0.341,10,-9.566,1,0.935,0.0,0.139,0.211,132.029,183956,4
1143,7F5UfsNtUseddZCUOeknr3,Berlin,kent,28,2007-10-17,0.512,0.646,4,-7.404,0,5.5e-05,0.0308,0.107,0.234,128.022,276747,4
1144,6EAvFWBoSgq5f9tUZnLO8i,Hold My Hand,Lukas Graham,33,2018-10-26,0.727,0.506,7,-7.438,1,0.375,0.0,0.104,0.271,129.054,227680,4
1145,4uloft7ZE54WflsuqFmjC7,Elevate,Drake,0,2018-06-29,0.755,0.47,1,-8.72,1,0.0153,0.0,0.118,0.0604,76.056,184960,4
1146,6BnONjR7itGMEqwxKTIlRM,Safe And Sound,Capital Cities,0,2013,0.653,0.822,0,-4.857,1,0.00021,0.0047,0.0838,0.762,117.949,192790,5
1147,2d6m2F4I7wCuAKtSsdhh83,Famous Last Words,My Chemical Romance,69,2006-10-23,0.467,0.883,2,-3.679,0,0.000321,0.000152,0.125,0.309,122.252,299227,4
1148,0xzEDBVP6SmgByZePlbUvT,We Made You,Eminem,0,2009-05-15,0.924,0.853,2,-1.203,1,0.107,1.45e-06,0.129,0.67,114.003,269613,4
1149,6r2BFEIErNwG0owW4rOQB8,Everglow,Coldplay,46,2016-11-10,0.385,0.259,4,-8.963,1,0.969,0.0121,0.116,0.312,77.467,301800,4
1150,4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,Kelly Clarkson,67,2009-03-06,0.526,0.882,9,-4.006,1,0.0014,0.0,0.144,0.424,144.982,211493,4
1151,5st5644IlBmKiiRE73UsoZ,Fuck You,Lily Allen,59,2009-01-26,0.775,0.904,1,-4.08,0,0.0271,0.000303,0.06,0.84,130.009,219893,4
1152,6Tvzf3VEi16JMhAgOwdt2y,Birds,Imagine Dragons,68,2018-11-09,0.649,0.517,1,-7.428,0,0.0146,1.63e-06,0.145,0.35,119.997,219440,4
1153,2FjrL6kcEegGAh8GKzmapi,Stick Around,Lukas Graham,38,2018-10-26,0.369,0.45,11,-7.737,0,0.478,6.97e-06,0.111,0.126,185.961,192613,3
1154,6ATgDc6e4sPn84hvJsAmPt,hate u love u,Olivia O'Brien,72,2016-12-09,0.407,0.416,6,-8.915,0,0.656,0.0,0.0981,0.246,176.947,175467,4
1155,33v8x9hrccmn9y8vcvZEtr,Unhappy,Lukas Graham,34,2018-10-26,0.793,0.697,5,-6.43,0,0.0522,1.45e-06,0.262,0.554,87.985,196000,4
1156,5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""",Sam Smith,67,2018-12-21,0.584,0.407,1,-7.356,0,0.476,0.0,0.18,0.341,115.124,246735,4
1157,4iCuapKGb8DQrtYeOf3vXy,Högtid,David Kroon,0,2018-02-21,0.799,0.518,11,-6.493,1,0.00504,0.0,0.324,0.558,100.008,182700,5
1158,0NIboN7iVLUM33gBwF0eTe,Tourist,Witt Lowry,37,2015-09-25,0.616,0.669,7,-7.975,1,0.588,0.0,0.278,0.277,133.986,218507,4
1159,4svzXvwon2jxvQnSo6NOdF,Silver Couplets,The Districts,23,2013,0.509,0.368,0,-10.406,1,0.74,0.0,0.117,0.0985,123.575,308011,4
1160,2u2WL5N3KnQnykOZi3fxL6,Swallowed in the Sea,Coldplay,52,2005-06-07,0.265,0.378,11,-10.823,1,0.0557,1.29e-06,0.119,0.153,142.1,239002,4
1161,2MXUGxXmbI7z13MCPm2fN1,Promise,Lukas Graham,35,2018-10-26,0.767,0.508,6,-5.016,0,0.398,0.0,0.136,0.687,95.97,194120,3
1162,6QfS2wq5sSC1xAJCQsTSlj,Shallow - Radio Edit,Bradley Cooper,71,2018-10-05,0.575,0.33,7,-6.557,1,0.416,0.0,0.0872,0.277,95.801,217213,4
1163,5Q7zuH8VNu7aLappSusPu6,Burn Out,Imagine Dragons,59,2018-11-09,0.588,0.494,10,-8.831,0,0.0213,7.2e-05,0.0966,0.291,135.004,273880,4
1164,20b9xF63AvNXArCjyuw1Ia,Gå loss,David Kroon,11,2017-07-28,0.759,0.696,6,-7.004,0,0.0478,0.0,0.0682,0.62,139.998,237176,4
1165,2mb6YdoavL6db22p7XKJQZ,Burning,Sam Smith,56,2017-11-03,0.631,0.224,6,-9.383,1,0.885,0.0,0.282,0.365,86.936,203290,4
1166,1ebjTbFF3BtRkdqZLdsY8J,Excuses,Olly Murs,0,2018-12-10,0.422,0.606,1,-4.78,1,0.133,0.0,0.0856,0.5,127.23,246733,3
1167,2x5pD9kq98twldO2PYmS4g,Rescue,Witt Lowry,34,2014-08-02,0.55,0.676,1,-8.797,0,0.612,0.0,0.105,0.457,135.978,237872,4
1168,36R0Fe5FNyzzSrEY6T1BPV,Say Yes (Church Ballad),Lukas Graham,32,2018-10-26,0.6,0.501,6,-6.044,1,0.194,0.0,0.11,0.129,77.981,213893,4
1169,0oagwWkGlBoACUuKvTmqZV,A Million Dreams,P!nk,63,2018-10-24,0.312,0.499,7,-6.282,1,0.272,0.0,0.0901,0.191,148.173,273640,4
1170,1A85fOmviQuGgkF6Lww6Nd,Midnight Train,Sam Smith,55,2017-11-03,0.713,0.597,4,-7.117,1,0.377,2.86e-05,0.179,0.399,96.06,207164,4
1171,4Tw9JYF9HOuPRyccNWMgwf,The Hardest Part,Coldplay,60,2005-06-07,0.5,0.844,10,-5.883,1,0.0228,0.00398,0.455,0.445,123.721,262880,4
1172,3AFPGvRzeKeNJbIbLwcz4G,HIM,Sam Smith,48,2017-11-03,0.575,0.248,5,-11.115,0,0.587,5.39e-05,0.24,0.328,85.05,190087,4
1173,3zesxb7sOGbeSwUrzLUP0f,Palace,Sam Smith,52,2017-11-03,0.345,0.193,6,-10.236,0,0.74,4.2e-06,0.117,0.268,77.547,187157,4
1174,7clUVcSOtkNWa58Gw5RfD4,Speed of Sound,Coldplay,68,2005-06-07,0.514,0.898,11,-6.765,0,0.00488,0.0345,0.0746,0.353,123.067,287907,4
1175,2w3eXFL86RgxGtDr8bzwgK,A Message,Coldplay,61,2005-06-07,0.566,0.459,1,-9.488,1,0.327,0.000253,0.202,0.151,116.916,285345,4
1176,4BBwTC4qpcMrU6d438Up1x,HURT,Deion Reverie,0,2019-01-15,0.692,0.729,0,-8.261,1,0.317,0.0,0.293,0.327,129.896,260769,4
1177,05HT3XYoONvA1J0FU6ybqS,Upp & Ner,David Kroon,30,2016-06-10,0.758,0.726,8,-8.071,1,0.00377,0.0,0.464,0.772,88.041,207273,4
1178,7BXW1QCg56yzEBV8pW8pah,Have It All,Jason Mraz,62,2018-08-10,0.643,0.638,1,-4.947,0,0.204,0.0,0.0707,0.6,82.001,226107,4
1179,7Igc6JB0xPDcn5yRkkVGQX,Unlonely,Jason Mraz,50,2018-08-10,0.795,0.667,5,-4.831,0,0.379,0.0,0.221,0.754,97.987,231267,4
1180,2FLXBecalzKwJsb9AY9EjD,En apa som liknar dig,Darin,44,2012-01-01,0.692,0.632,5,-4.571,0,0.00972,1.38e-05,0.0769,0.54,128.005,225000,4
1181,131l5GkXPIk81bxihGypPt,Uncover,Zara Larsson,42,2013-01-01,0.549,0.456,2,-6.169,1,0.473,0.0,0.156,0.312,90.068,214133,4
1182,3i5qVV8azKqGFK4Gzdt5YS,If You Want Love,NF,73,2017-10-06,0.551,0.386,0,-10.22,1,0.659,0.0,0.125,0.245,116.409,199387,1
1183,6HieK0nw2GA07aDA8Pczrc,Svennekid,David Kroon,17,2016-06-10,0.89,0.439,2,-9.979,1,0.218,0.0,0.101,0.849,123.921,218347,4
1184,23OXdR7YuUBVWh5hSnYJau,Chlorine,Twenty One Pilots,73,2018-10-05,0.609,0.674,10,-7.388,0,0.0735,0.06,0.345,0.315,90.009,324467,4
1185,7hdw5gAGMyyn9z0XgfTv1j,NO NAME,NF,62,2018-01-19,0.718,0.795,0,-3.978,0,0.223,0.0,0.12,0.292,130.77,183827,4
1186,7iJxyaDSXtrQIolgGb1CcS,GHOST,Witt Lowry,0,2019-02-05,0.722,0.59,8,-7.398,1,0.0792,1.73e-05,0.109,0.217,148.132,224595,4
1187,3dglCYsVMjPbDlU2CC9Vq7,Let's See What The Night Can Do,Jason Mraz,51,2018-08-10,0.392,0.423,7,-7.813,1,0.27,0.0,0.117,0.288,113.537,245187,4
1188,25F6MWrnFBCXVnpN4n76EK,Keanu Reeves,Logic,0,2019-01-18,0.71,0.888,2,-6.457,1,0.0591,0.0,0.134,0.816,170.193,225987,4
1189,7E9rcVjE66zO7p4IwyhjBC,Under ytan,Uno Svenningsson,43,1994-08-27,0.471,0.545,0,-9.173,0,0.0645,7.04e-05,0.128,0.339,150.388,202707,4
1190,3t4HeVfURZ5DuqMWz0Cmqg,We Found Love,Calvin Harris,59,2012-07-18,0.734,0.766,1,-4.485,1,0.025,0.00138,0.108,0.6,127.986,215227,4
1191,2oxOryNjopb8OtZfWabkrO,Efterfest,Magnus Uggla,40,2004-10-06,0.687,0.903,5,-3.501,1,0.151,0.0,0.113,0.919,110.066,257253,4
1192,1kFlDnWmBTvCBxxeGDpIdp,7 Years (Remix),Sik World,68,2016-06-04,0.811,0.609,10,-8.376,1,0.227,0.0,0.102,0.439,120.071,134197,4
1193,0ZFeVCKCMCXUQ1TKVd2azW,The Sound of Silence,Pentatonix,58,2019-02-15,0.439,0.43,9,-7.432,1,0.16,0.0,0.368,0.26,90.99,212637,4
1194,65gLJGey4u4KFFqoC5fzFJ,Brother,Kodaline,76,2018-09-28,0.519,0.625,10,-5.909,1,0.349,0.0,0.121,0.21,120.103,203187,4
1195,6KuU2rnFYUyYzGOwcCZDT7,False Confidence,Noah Kahan,0,2018-09-21,0.411,0.662,6,-7.779,1,0.162,0.0,0.123,0.312,109.016,222533,4
1196,14JzyD6FlBD5z0wV5P07YI,when the party's over,Billie Eilish,0,2018-10-17,0.498,0.104,1,-14.08,0,0.979,7.86e-05,0.0895,0.205,124.001,199931,3
1197,7obRZUaWS6lFRN1Vm5C4PZ,Döda Blickar,David Kroon,13,2016-06-10,0.672,0.483,3,-9.407,0,0.00115,0.116,0.117,0.327,165.914,187374,4
1198,6y1Q1ex1NWy2ojjFV1Qnmy,Vilja,David Kroon,8,2018-08-24,0.613,0.819,2,-4.772,0,0.0643,0.0,0.0951,0.891,81.498,193250,4
1199,3qhOjLeh6HePtsDhtxGpuR,Mess,Noah Kahan,0,2019-03-01,0.576,0.85,10,-3.989,1,0.136,0.0,0.0821,0.542,81.996,212827,4
1200,5jOxJwljuC1iUY4Gtw4S5Y,Längesen,Veronica Maggio,0,2010-01-01,0.426,0.458,3,-9.24,0,0.823,0.0,0.157,0.42,91.597,275560,3
1201,29bOAzAR0Ev2UVSa9rkyts,Dum av dig,Daniel Adams-Ray,46,2010-01-01,0.639,0.925,0,-5.364,1,0.0804,0.0,0.071,0.632,143.094,224640,4
1202,47HoR9NqpjDb7iIxviKWLE,Jag skrattar idag,Ison & Fille,34,2015-11-14,0.765,0.562,9,-6.441,0,0.578,0.0,0.0711,0.74,119.974,214227,4
1203,3hNpnx2AXhIVBhNOoiBUmI,Resten av ditt liv,Timbuktu,46,2011-06-06,0.83,0.615,7,-12.241,1,0.00505,2.04e-06,0.328,0.858,108.967,234840,4
1204,4Hi4e6G8gvKgbYujB3J4yX,Pretty Young Girl,Logic,43,2019-03-26,0.641,0.637,4,-6.967,1,0.206,0.000228,0.342,0.394,95.051,255427,4
1205,4NQNuItFMPClEJNCceGdF3,Baby,Logic,41,2019-03-26,0.682,0.755,4,-4.436,1,0.229,0.0,0.0966,0.197,95.998,238027,4
1206,4lgFAspCCj6QFU5Pk985kR,Förlåtelsen,kent,40,2016-05-20,0.673,0.85,1,-6.64,0,0.000358,0.075,0.177,0.737,117.999,355080,4
1207,5gzslnn0fGkJnMz2IbyMw7,Strövtåg i hembygden,Mando Diao,0,2012,0.424,0.516,4,-7.709,1,0.088,4.86e-05,0.301,0.476,80.877,247320,4
1208,0W0WE17i79I4SvzNfxOES1,Dance With Somebody - Radio Version,Mando Diao,46,2009-01-01,0.547,0.892,1,-4.254,0,0.00271,0.0,0.293,0.556,150.138,239400,4
1209,14AJI1RloVWTh8bJe9gBPM,Händerna mot himlen,Petra Marklund,58,2012-10-17,0.653,0.676,5,-6.318,1,0.0273,0.0215,0.128,0.613,125.027,237813,4
1210,1BECwm5qkaBwlbfo4kpYx8,Death of a Bachelor,Panic! At The Disco,69,2016-01-15,0.462,0.538,0,-5.527,1,0.0137,0.0,0.429,0.405,139.256,203507,4
1211,7ihOAPfUkJPrIAiQEv9GfW,Cyklar ni så springer jag,Mares,55,2016-11-11,0.681,0.569,10,-5.535,1,0.612,0.0,0.165,0.599,119.928,208764,4
1212,507tQXutCPYNFkpOq8tmKF,Don't Worry Bout Me,Zara Larsson,54,2019-03-28,0.752,0.706,5,-6.274,1,0.0797,0.000752,0.129,0.33,125.041,208812,4
1213,74vs7PD7iG2GnWUGnb8Yuq,Middle Of The Night,Martin Jensen,60,2017-07-14,0.588,0.749,11,-4.323,0,0.0037,0.0,0.0813,0.397,130.093,174600,4
1214,1F6oGPF75u9RuHH4BGx9Bf,We Are Never Ever Getting Back Together,Taylor Swift,0,2012-10-22,0.624,0.685,7,-5.902,1,0.0105,2.22e-05,0.126,0.781,86.059,193147,4
1215,6RjKVXi31fui9m4dbiGRrL,I Knew You Were Trouble,Taylor Swift,0,2012-10-22,0.499,0.467,6,-6.744,1,0.00593,1.65e-06,0.0361,0.637,76.76,219720,4
1216,2lXDbdbBw7lJVCWHkYxdep,Wildest Dreams,Taylor Swift,0,2014-10-27,0.553,0.664,8,-7.417,1,0.0709,0.0056,0.106,0.467,140.06,220440,4
1217,12pbmOrWJNjU0TAFZEw2G7,Red,Taylor Swift,0,2012-10-22,0.609,0.89,1,-4.258,0,0.076,8.61e-05,0.0921,0.603,124.971,223093,4
1218,5PjfMmF06QtxTPZBZHdhoZ,Everything Has Changed,Ed Sheeran,54,2012-10-22,0.624,0.458,6,-6.755,1,0.36,3.89e-06,0.311,0.436,80.016,245413,4
1219,21RzyxY3EFaxVy6K4RqaU9,Body,Brando,72,2017-10-27,0.752,0.764,1,-4.399,1,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4
1220,2MUaIa4EpKRzqgMLbpgxUk,Finast utan filter,Nadja Evelina,36,2016-02-24,0.467,0.74,9,-4.085,1,0.0424,0.0214,0.0544,0.496,164.047,177750,4
1221,7Kq8fr4qBmLi15PIXp5ZOL,Adios Amigos,Thomas Stenström,13,2019-02-08,0.673,0.682,11,-4.438,1,0.249,0.0,0.292,0.661,72.044,181000,4
1222,5lhZ8cCA9GZU0wtXPRyroG,"Elvis, Einstein och jag",Thomas Stenström,46,2014-10-08,0.349,0.505,11,-7.991,1,0.331,0.0,0.0907,0.203,156.872,231160,4
1223,32I40HHShe5zURpHAx75RY,Work It Out,Dennis Svennebäck,0,2018-08-27,0.538,0.454,4,-13.012,1,0.506,8.92e-06,0.107,0.396,107.031,243925,4
1224,2De523MUQpoIMMLZnChF9v,Logiskt,Säkert!,0,2010-01-01,0.73,0.715,11,-6.836,0,0.604,0.0,0.121,0.669,91.017,255067,4
1225,5BEF5p7wGHy7JNYclnONiy,Trädgårn,Jakob Karlberg,37,2016-04-15,0.591,0.718,9,-8.166,1,0.00519,0.0,0.338,0.779,134.992,190400,3
1226,3n3Ppam7vgaVa1iaRUc9Lp,Mr. Brightside,The Killers,64,2004-06-15,0.355,0.918,1,-4.36,1,0.00119,0.0,0.0971,0.24,148.114,222200,4
1227,70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,74,2006-09-27,0.467,0.988,11,-3.313,1,0.000152,0.0484,0.28,0.321,130.433,220427,4
1228,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,81,2018-10-26,0.515,0.479,3,-7.458,1,0.544,0.00598,0.191,0.284,88.964,209274,4
1229,5Vca2YtKqdigz6kCv2Ul0r,Himlen över city,Thomas Stenström,20,2019-03-08,0.642,0.526,1,-7.013,1,0.534,0.0,0.108,0.356,159.925,254000,4
1230,4VRLGNMTfymoYzD4dLAsNb,Somebody That I Used To Know,Kimbra,51,2011,0.863,0.512,0,-6.955,1,0.599,0.000137,0.103,0.735,129.045,244885,4
1231,4e6AWQ9t5i39iQvrObhLES,Auf wiedersehen,Hov1,0,2018-08-22,0.659,0.778,9,-5.125,1,0.3,0.0,0.0824,0.591,78.853,173769,4
1232,3EIaMTBMRM42nbEROLg7cZ,Sink,Noah Kahan,38,2017-05-05,0.568,0.494,10,-8.365,1,0.391,0.000114,0.109,0.293,165.183,227067,4
1233,5kaTtlsJuQI6KUbIYYQRYJ,Småtjejer Remix - Recorded at Spotify Studios Stockholm (feat. GRANT),GRANT,30,2018-11-28,0.698,0.395,1,-11.563,0,0.227,1.95e-05,0.142,0.239,92.959,216427,4
